"id","req_specification","class"
"4897"," We need to get that list, and then if we can do like Brian said, just be able to get an exact match on the address information, then we can find the CLLI based on that. I don't know how many would be an exact match versus ones that are close.","NULL"
"4898"," Yes, if you had his list, say the primary fields are the Afinium locations, of whatever they call it, ship to, and then the address, city, state, zip code, and I liked Brian's first suggestion if you just go by the city, state, zip code and then maybe list them all side by side, and then the ones that match versus the ones that didn't, we could possibly get somebody to help manually do some of those to at least get started.","NULL"
"4899"," Or if your first pass is with the city or the address, then the second pass leave that out and see if it's close. Does Afinium or LCAM, what's your quantity of ship via CLLIs?","NULL"
"4900"," I don't know how many we have.","NULL"
"4901"," That's a good question.","NULL"
"4902"," I was just looking at that.","NULL"
"4903"," Let me get with Mike. I'll have him send what he has. If he doesn't then I'll have to get with Afinium's whole team to see if we can get what they have.","NULL"
"4904"," If you can get that to us as soon as you can then we'll go from there.","NULL"
"4905"," All right.","NULL"
"4906"," OK. I guess if we're through talking about that the third thing on my list was...I don't know. I heard somebody else join. Was that Ron, by any chance? OK, I guess not. The Shields interface stuff I know Brenda sent another email this morning, and we've looked briefly at that.","NULL"
"4907"," All those shipments for new equipment yesterday that came from Shields were sent as good equipment. This morning they started sending new equipment as ""adds,"" like they should be. The stuff that Brenda sent the emails about this morning that we'll have to clean up to get them to go into LCAM.","NULL"
"4908"," Who does the clean up?","NULL"
"4909"," We do.","NULL"
"4910"," OK. I couldn't remember.","NULL"
"4911"," It'll be me, or Adam, or Grady. One of us will be working on that.","NULL"
"4912"," He didn't set it up yet?","NULL"
"4913"," Well, apparently he did it maybe instead of...I thought it was supposed to be the night before last at midnight, but apparently that didn't happen, and maybe it happened last night at midnight, because we did see some that came in early this morning that were adds and that's as far as we got to look.","NULL"
"4914"," Yes, the first ones came in about 4:28 this morning Central. I don't know which time zone that is, but 4:28 this morning was when the first new equipment message was received.","NULL"
"4915"," All right. OK.","NULL"
"4916"," Yes, so we'll work on cleaning up those previous ones that they sent that were sent with incorrect information, and anything from today forward we can hope that it's working correctly.  Like I said, we haven't had a chance to follow it all the way through and make sure, but it did create assets.","NULL"
"4917"," The assets are getting written on, the ones I've checked. Even the one we looked at this morning, it did get written on.","NULL"
"4918"," OK. I must have been putting in the pin wrong.","NULL"
"4919"," Good.","NULL"
"4920","  , but so far, things are getting written on as expected.","NULL"
"4921"," I guess that was the last really untested part of the interface that we had. Right now we can cross our fingers and say that we're good with that interface.  We think we're good with that interface, anyway. That was all I had on my list. Did you all have anything that we needed to talk about this morning?","NULL"
"4923"," A couple of days?","NULL"
"4924"," we're not going to have the data until after the 2nd.","NULL"
"4925"," Oh my God. ","NULL"
"4926"," We would be starting either very late on the 2nd or early on the 3rd of April.","NULL"
"4927"," What I had on April 1st was that you would cut off access to LCAM so that we could do a backup of your production database, and then LCAM would remain down until all the conversion was done. Is that not the plan?","NULL"
"4928"," We're actually not going to get the data until maybe early on the 3rd. There's really no reason to take down the database on the 1st...","NULL"
"4929"," Let's back up a little bit, because...","NULL"
"4930"," on the application.","NULL"
"4931"," It's 12 hours' worth of work.","NULL"
"4933"," No. We don't care.","NULL"
"4934"," I don't have an issue with that.","NULL"
"4935"," It's just going to take us that many hours to do the work. You tell us...","NULL"
"4936"," you and Larry and Kim think about that.","NULL"
"4937"," What she's saying will help us out, so...","NULL"
"4938"," Yeah.","NULL"
"4939"," It will help us out.","NULL"
"4940"," Jim you have to drop  , so do you want to weigh in on that?","NULL"
"4941"," That's why I put it that way.","NULL"
"4942","  . Kim, what do you think the issues are, taking it down? We asked for techs to be available on Saturdays, and they say they do not schedule work on Saturdays. Unless Jim or Larry or our team's going to be in there on Saturday, I don't see...","NULL"
"4943"," When we did a look at the data that was falling into  , I haven't looked at the data falling into LCAM, but nearly every Saturday and Sunday, weekend days, and even sometimes holidays, we saw transactions falling into  from people doing scanning.","NULL"
"4944"," No, they weren't, because we will turn them off.","NULL"
"4945"," It was very much reduced from the weekdays, but there were still some transactions.","NULL"
"4946"," I think to DJ's point, by stopping on Friday afternoon, it allows us to get about half of the work that we have to do done Friday evening instead of eight hours or nine hours of work, total, that we have to do...If we don't bring it down on Friday night, and we can't bring it down until Saturday, you're not going to be back up Monday morning, because it takes us longer. The hours are on there.","NULL"
"4947"," ISO43, like at 4:00 PM Pacific...Anyway, it doesn't matter. I don't think it's any big deal. I'll check with Jim, because he has a drop. At this point, Susan, just plan on having it by 5:00 PM Pacific on the 1st.","NULL"
"4948"," OK. Kim, will you be able to do the, I think it was step seven?","NULL"
"4949"," He probably doesn't know...","NULL"
"4950"," Which is the scripts.","NULL"
"4951"," Sure, I can run the scripts. Are they scripts that I need to create, or scripts that you're creating and you just need me to launch?","NULL"
"4953"," If it's possible, if I can give you those scripts, that would be a great help to me, a great benefit to me, to get you to run those on your network, without actually having to have a VPN established. Or, if you could point me to a...","NULL"
"4954"," Yes, that's something I can do.","NULL"
"4955"," database server that I can remote into and execute the scripts, I could do that as well. The main thing I'm trying to get around is having a VPN drop and the extract stop.","NULL"
